Tweets,CleanedTweets,remove_Emojis,remove_nonEnglish,remove_unrelated_chars,remove_stopwords,cleanTweets,polarity,subjectivity,sentiment,neg,neu,pos,compound
i remember sitting in a costa coffee and listening to her for the first time 🥲 he is available always https://t.co/2L7Wi6vruo,i remember sitting in a costa coffee and listening to her for the first time 🥲 he is available always ,i remember sittin  in a costa coffee and listenin  to her for the first time   he is available always ,i remember sittin  in a costa coffee and listenin  to her for the first time   he is available always ,i remember sittin  in a costa coffee and listenin  to her for the first time   he is available always ,remember sittin costa coffee listenin first time available always,remember sittin costa coffee listenin first time available always,0.325,0.3666666666666667,neutral,0.0,1.0,0.0,0.0
@Keir_Starmer First time on a phone in Costa coffee ripley, First time on a phone in Costa coffee ripley, First time on a phone in Costa coffee ripley, First time on a phone in Costa coffee ripley, First time on a phone in Costa coffee ripley,First time phone Costa coffee ripley,First time phone Costa coffee ripley,0.25,0.3333333333333333,neutral,0.0,1.0,0.0,0.0
@Joanna54006491 Now you don’t see that on a Costa coffee lol, Now you don’t see that on a Costa coffee lol, Now you don t see that on a Costa coffee lol, Now you don t see that on a Costa coffee lol, Now you don t see that on a Costa coffee lol,Now see Costa coffee lol,Now see Costa coffee lol,0.8,0.7,positive,0.0,0.588,0.412,0.4215
".@CostaCoffee encourages consumers to express themselves with its new campaign.
The 360-degree campaign includes, OOH, print ads, digital, social media and in-store consumer journey.

#VinayNair

#e4m #CostaCoffee #Advertising 
https://t.co/LmPoOaGwW6",". encourages consumers to express themselves with its new campaign.
The 360-degree campaign includes, OOH, print ads, digital, social media and in-store consumer journey.



   
",  encoura es consumers to express themselves with its new campai n  The 360 de ree campai n includes  OOH  print ads  di ital  social media and in store consumer journey         ,  encoura es consumers to express themselves with its new campai n  The  de ree campai n includes  OOH  print ads  di ital  social media and in store consumer journey         ,  encoura es consumers to express themselves with its new campai n  The  de ree campai n includes  OOH  print ads  di ital  social media and in store consumer journey         ,encoura es consumers express new campai n The de ree campai n includes OOH print ads di ital social media store consumer journey,encoura es consumers express new campai n The de ree campai n includes OOH print ads di ital social media store consumer journey,0.08484848484848484,0.2606060606060606,neutral,0.0,1.0,0.0,0.0
"エスプレッソのキリッとした苦みが引き立つ本格カフェラテが手軽に味わえる「コスタコーヒー ホームカフェ コーヒーベース ノンスイート・甘さ控えめ」を飲んでみた - GIGAZINE
https://t.co/tR2sTdfUtQ","エスプレッソのキリッとした苦みが引き立つ本格カフェラテが手軽に味わえる「コスタコーヒー ホームカフェ コーヒーベース ノンスイート・甘さ控えめ」を飲んでみた - GIGAZINE
",エスプレッソのキリッとした苦みが引き立つ本格カフェラテが手軽に味わえる コスタコーヒー ホームカフェ コーヒーベース ノンスイート 甘さ控えめ を飲んでみた   GIGAZINE ,         GIGAZINE ,         GIGAZINE ,GIGAZINE,GIGAZINE,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Good afternoon all
If you would like to have a chat with your local PCSO please come along today to Tesco, Costa Coffee on Barn Road, Congleton  Cafe and I'll be there from 4.30pm - 5.30pm
No appointment needed just pop in 
Look forward to seeing you there","Good afternoon all
If you would like to have a chat with your local PCSO please come along today to Tesco, Costa Coffee on Barn Road, Congleton  Cafe and I'll be there from 4.30pm - 5.30pm
No appointment needed just pop in 
Look forward to seeing you there",Good afternoon all If you would like to have a chat with your local PCSO please come alon  today to Tesco  Costa Coffee on Barn Road  Con leton  Cafe and I ll be there from 4 30pm   5 30pm No appointment needed just pop in  Look forward to seein  you there,Good afternoon all If you would like to have a chat with your local PCSO please come alon  today to Tesco  Costa Coffee on Barn Road  Con leton  Cafe and I ll be there from  pm    pm No appointment needed just pop in  Look forward to seein  you there,Good afternoon all If you would like to have a chat with your local PCSO please come alon  today to Tesco  Costa Coffee on Barn Road  Con leton  Cafe and I ll be there from  pm    pm No appointment needed just pop in  Look forward to seein  you there,Good afternoon If would like chat local PCSO please come alon today Tesco Costa Coffee Barn Road Con leton Cafe I pm pm No appointment needed pop Look forward seein,Good afternoon If would like chat local PCSO please come alon today Tesco Costa Coffee Barn Road Con leton Cafe I pm pm No appointment needed pop Look forward seein,0.35,0.30000000000000004,positive,0.063,0.716,0.221,0.6705
I think if not for me being able to get some kind of costa coffee product at every minor inconvinience I would have killed myself already,I think if not for me being able to get some kind of costa coffee product at every minor inconvinience I would have killed myself already,I think if not for me bein  able to  et some kind of costa coffee product at every minor inconvinience I would have killed myself already,I think if not for me bein  able to  et some kind of costa coffee product at every minor inconvinience I would have killed myself already,I think if not for me bein  able to  et some kind of costa coffee product at every minor inconvinience I would have killed myself already,I think bein able et kind costa coffee product every minor inconvinience I would killed already,I think bein able et kind costa coffee product every minor inconvinience I would killed already,0.21250000000000002,0.43124999999999997,negative,0.226,0.603,0.171,-0.2732
"@CostaCoffee Any Idea starts well with coffee 
#Coffee #Costa #Drink #Yummy"," Any Idea starts well with coffee 
   ", Any Idea starts well with coffee     , Any Idea starts well with coffee     , Any Idea starts well with coffee     ,Any Idea starts well coffee,Any Idea starts well coffee,0.0,0.0,positive,0.0,0.656,0.344,0.2732
Resident enjoying Coffee at local Costa. https://t.co/0iUDfqLdQP,Resident enjoying Coffee at local Costa. ,Resident enjoyin  Coffee at local Costa  ,Resident enjoyin  Coffee at local Costa  ,Resident enjoyin  Coffee at local Costa  ,Resident enjoyin Coffee local Costa,Resident enjoyin Coffee local Costa,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@pikasomanz シナモン、フレッシュなオレンジピール、クリーミーなヒマワリの種バター、といった特徴で甘さの余韻が残る

https://t.co/YtOVbHO5hC

みたいな感じだそうです（熱風式焙煎の場合）。"," シナモン、フレッシュなオレンジピール、クリーミーなヒマワリの種バター、といった特徴で甘さの余韻が残る



みたいな感じだそうです（熱風式焙煎の場合）。", シナモン フレッシュなオレンジピール クリーミーなヒマワリの種バター といった特徴で甘さの余韻が残る    みたいな感じだそうです 熱風式焙煎の場合  ,           ,           ,,,0.0,0.0,neutral,0.0,0.0,0.0,0.0
"Check out this product 😍 Costa Rica 😍 
by LifeWay Coffee Co. starting at $18.99. 
Shop now 👉👉 https://t.co/Cxs5dNeKjH https://t.co/WlgWc4BZgz","Check out this product 😍 Costa Rica 😍 
by LifeWay Coffee Co. starting at $18.99. 
Shop now 👉👉  ",Check out this product   Costa Rica    by LifeWay Coffee Co  startin  at  18 99   Shop now     ,Check out this product   Costa Rica    by LifeWay Coffee Co  startin  at      Shop now     ,Check out this product   Costa Rica    by LifeWay Coffee Co  startin  at      Shop now     ,Check product Costa Rica LifeWay Coffee Co startin Shop,Check product Costa Rica LifeWay Coffee Co startin Shop,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Costa Coffee summer menu 2023: Full list of food and drinks coming to the chain https://t.co/dDKWaqO8bv,Costa Coffee summer menu 2023: Full list of food and drinks coming to the chain ,Costa Coffee summer menu 2023  Full list of food and drinks comin  to the chain ,Costa Coffee summer menu   Full list of food and drinks comin  to the chain ,Costa Coffee summer menu   Full list of food and drinks comin  to the chain ,Costa Coffee summer menu Full list food drinks comin chain,Costa Coffee summer menu Full list food drinks comin chain,0.35,0.55,neutral,0.0,1.0,0.0,0.0
"Costa Coffee; The Avenues Mall، Phase 2، 5th Ring Rd، 92700, Kuwait; ★★★★☆ https://t.co/oBP0GrDdYY https://t.co/c7iwzi0dME","Costa Coffee; The Avenues Mall، Phase 2، 5th Ring Rd، 92700, Kuwait; ★★★★☆  ",Costa Coffee  The Avenues Mall  Phase 2  5th Rin  Rd  92700  Kuwait         ,Costa Coffee  The Avenues Mall  Phase   th Rin  Rd    Kuwait         ,Costa Coffee  The Avenues Mall  Phase   th Rin  Rd    Kuwait         ,Costa Coffee The Avenues Mall Phase th Rin Rd Kuwait,Costa Coffee The Avenues Mall Phase th Rin Rd Kuwait,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@tina0402x Why would anyone drink coffee from costa? It's disgusting., Why would anyone drink coffee from costa? It's disgusting., Why would anyone drink coffee from costa  It s dis ustin  , Why would anyone drink coffee from costa  It s dis ustin  , Why would anyone drink coffee from costa  It s dis ustin  ,Why would anyone drink coffee costa It dis ustin,Why would anyone drink coffee costa It dis ustin,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Costa Coffee encourages consumers to express themselves in latest ad 
@CostaCoffee #VinayNair @CocaCola_Ind @Umanathv 
https://t.co/GYqPho5Ro1","Costa Coffee encourages consumers to express themselves in latest ad 
    
",Costa Coffee encoura es consumers to express themselves in latest ad       ,Costa Coffee encoura es consumers to express themselves in latest ad       ,Costa Coffee encoura es consumers to express themselves in latest ad       ,Costa Coffee encoura es consumers express latest ad,Costa Coffee encoura es consumers express latest ad,0.5,0.9,neutral,0.0,1.0,0.0,0.0
@tina0402x Costa is perfect for people who don’t like coffee, Costa is perfect for people who don’t like coffee, Costa is perfect for people who don t like coffee, Costa is perfect for people who don t like coffee, Costa is perfect for people who don t like coffee,Costa perfect people like coffee,Costa perfect people like coffee,1.0,1.0,positive,0.0,0.326,0.674,0.7351
"My Morning Routine:

1. Say GM 
2. Drink Costa Rican Coffee 
3. Shower
4. Sit on the computer
5. Degen for 10hrs

#web3 #defi #crypto #grind","My Morning Routine:

1. Say GM 
2. Drink Costa Rican Coffee 
3. Shower
4. Sit on the computer
5. Degen for 10hrs

   ",My Mornin  Routine   1  Say GM  2  Drink Costa Rican Coffee  3  Shower 4  Sit on the computer 5  De en for 10hrs     ,My Mornin  Routine     Say GM    Drink Costa Rican Coffee    Shower   Sit on the computer   De en for hrs     ,My Mornin  Routine     Say GM    Drink Costa Rican Coffee    Shower   Sit on the computer   De en for hrs     ,My Mornin Routine Say GM Drink Costa Rican Coffee Shower Sit computer De en hrs,My Mornin Routine Say GM Drink Costa Rican Coffee Shower Sit computer De en hrs,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"From Blueberry Bubble Frappé to Grilled Pepper, Mozzarella &amp; Pesto Pizzetta
https://t.co/VC6SLe0QmJ","From Blueberry Bubble Frappé to Grilled Pepper, Mozzarella &amp; Pesto Pizzetta
",From Blueberry Bubble Frappé to Grilled Pepper  Mozzarella  amp  Pesto Pizzetta ,From Blueberry Bubble Frapp to Grilled Pepper  Mozzarella  amp  Pesto Pizzetta ,From Blueberry Bubble Frapp to Grilled Pepper  Mozzarella  amp  Pesto Pizzetta ,From Blueberry Bubble Frapp Grilled Pepper Mozzarella amp Pesto Pizzetta,From Blueberry Bubble Frapp Grilled Pepper Mozzarella amp Pesto Pizzetta,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Get a quote for Police Mutual Car Insurance by 31 May 2023 and you can grab a treat on us. Choose a £5 e-gift card from one of Sainsbury’s, Greggs or Costa Coffee. 
Find out more: https://t.co/0x8ohCfSTv https://t.co/WSX4X7Sogy","Get a quote for Police Mutual Car Insurance by 31 May 2023 and you can grab a treat on us. Choose a £5 e-gift card from one of Sainsbury’s, Greggs or Costa Coffee. 
Find out more:  ",Get a quote for Police Mutual Car Insurance by 31 May 2023 and you can  rab a treat on us  Choose a  5 e  ift card from one of Sainsbury s  Gre  s or Costa Coffee   Find out more   ,Get a quote for Police Mutual Car Insurance by  May  and you can  rab a treat on us  Choose a   e  ift card from one of Sainsbury s  Gre  s or Costa Coffee   Find out more   ,Get a quote for Police Mutual Car Insurance by  May  and you can  rab a treat on us  Choose a   e  ift card from one of Sainsbury s  Gre  s or Costa Coffee   Find out more   ,Get quote Police Mutual Car Insurance May rab treat us Choose e ift card one Sainsbury Gre Costa Coffee Find,Get quote Police Mutual Car Insurance May rab treat us Choose e ift card one Sainsbury Gre Costa Coffee Find,0.0,0.0,positive,0.0,0.87,0.13,0.4019
Costa has revealed its summer menu - and it's launching this week https://t.co/srHJ1PSRyj,Costa has revealed its summer menu - and it's launching this week ,Costa has revealed its summer menu   and it s launchin  this week ,Costa has revealed its summer menu   and it s launchin  this week ,Costa has revealed its summer menu   and it s launchin  this week ,Costa revealed summer menu launchin week,Costa revealed summer menu launchin week,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@Samurai_Rahal &gt; Cocaine dealer having his coffee at Costa 😎, &gt; Cocaine dealer having his coffee at Costa 😎,   t  Cocaine dealer havin  his coffee at Costa  ,   t  Cocaine dealer havin  his coffee at Costa  ,   t  Cocaine dealer havin  his coffee at Costa  ,Cocaine dealer havin coffee Costa,Cocaine dealer havin coffee Costa,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Thank you @NimrodWambette and @littlemancoffee  for joining What's the Costa Your Coffee podcast: from seeds planted on Mt Elgon, Uganda to cozy lattes on Bridge Street, Cardiff ☕️
📖
https://t.co/7aDQ9W6FwG
🎧
https://t.co/DTzPkTCKPQ","Thank you  and   for joining What's the Costa Your Coffee podcast: from seeds planted on Mt Elgon, Uganda to cozy lattes on Bridge Street, Cardiff ☕️
📖

🎧
",Thank you  and   for joinin  What s the Costa Your Coffee podcast  from seeds planted on Mt El on  U anda to cozy lattes on Brid e Street  Cardiff         ,Thank you  and   for joinin  What s the Costa Your Coffee podcast  from seeds planted on Mt El on  U anda to cozy lattes on Brid e Street  Cardiff         ,Thank you  and   for joinin  What s the Costa Your Coffee podcast  from seeds planted on Mt El on  U anda to cozy lattes on Brid e Street  Cardiff         ,Thank joinin What Costa Your Coffee podcast seeds planted Mt El U anda cozy lattes Brid e Street Cardiff,Thank joinin What Costa Your Coffee podcast seeds planted Mt El U anda cozy lattes Brid e Street Cardiff,-0.19999999999999998,0.75,positive,0.0,0.865,0.135,0.3612
"I have the best coffee machine, and like a billion types of coffee in my office , but all i can think about is wanting to go get my coffee for the Costa across the street 🚶🏽‍♀️🚶🏽‍♀️🚶🏽‍♀️","I have the best coffee machine, and like a billion types of coffee in my office , but all i can think about is wanting to go get my coffee for the Costa across the street 🚶🏽‍♀️🚶🏽‍♀️🚶🏽‍♀️",I have the best coffee machine  and like a billion types of coffee in my office   but all i can think about is wantin  to  o  et my coffee for the Costa across the street                ,I have the best coffee machine  and like a billion types of coffee in my office   but all i can think about is wantin  to  o  et my coffee for the Costa across the street                ,I have the best coffee machine  and like a billion types of coffee in my office   but all i can think about is wantin  to  o  et my coffee for the Costa across the street                ,I best coffee machine like billion types coffee office think wantin et coffee Costa across street,I best coffee machine like billion types coffee office think wantin et coffee Costa across street,1.0,0.3,positive,0.0,0.66,0.34,0.7717
costa coffee ss15,costa coffee ss15,costa coffee ss15,costa coffee ss,costa coffee ss,costa coffee ss,costa coffee ss,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@tina0402x Just carry a flask ffs. 
A jar of coffee is £5 a large costa is 4 quid. Says it all."," Just carry a flask ffs. 
A jar of coffee is £5 a large costa is 4 quid. Says it all.", Just carry a flask ffs   A jar of coffee is  5 a lar e costa is 4 quid  Says it all , Just carry a flask ffs   A jar of coffee is   a lar e costa is  quid  Says it all , Just carry a flask ffs   A jar of coffee is   a lar e costa is  quid  Says it all ,Just carry flask ffs A jar coffee lar e costa quid Says,Just carry flask ffs A jar coffee lar e costa quid Says,0.0,0.0,negative,0.297,0.703,0.0,-0.5859
"セブンイレブンジャパン ⟬ @711SEJ ⟭ 様より

COSTA COFFEE☕️𓈒𓂂𓇬
当選しました(*^^*)
前に飲んで美味しかったから
フラットホワイトにした✨✨

GWの皆お休みの時に飲みたいと思います😊

ありがとうございました☺️

#セブンでコスタ当たった 
 #ぷうの当選報告 https://t.co/ddAUWvyihn","セブンイレブンジャパン ⟬  ⟭ 様より

COSTA COFFEE☕️𓈒𓂂𓇬
当選しました(*^^*)
前に飲んで美味しかったから
フラットホワイトにした✨✨

GWの皆お休みの時に飲みたいと思います😊

ありがとうございました☺️

#セブンでコスタ当たった 
 #ぷうの当選報告 ",セブンイレブンジャパン      様より  COSTA COFFEE  𓈒𓂂𓇬 当選しました       前に飲んで美味しかったから フラットホワイトにした    GWの皆お休みの時に飲みたいと思います   ありがとうございました     セブンでコスタ当たった    ぷうの当選報告 ,        COSTA COFFEE               GW             ,        COSTA COFFEE               GW             ,COSTA COFFEE GW,COSTA COFFEE GW,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Oi I had a Costa coffee and it feels like they put something illegal in it. I’m shaking like a leaf 😂😂😂,Oi I had a Costa coffee and it feels like they put something illegal in it. I’m shaking like a leaf 😂😂😂,Oi I had a Costa coffee and it feels like they put somethin  ille al in it  I m shakin  like a leaf    ,Oi I had a Costa coffee and it feels like they put somethin  ille al in it  I m shakin  like a leaf    ,Oi I had a Costa coffee and it feels like they put somethin  ille al in it  I m shakin  like a leaf    ,Oi I Costa coffee feels like put somethin ille al I shakin like leaf,Oi I Costa coffee feels like put somethin ille al I shakin like leaf,0.0,0.0,positive,0.0,0.667,0.333,0.6124
"Lovely staff, so helpful and friendly.
Make a good coffee too.
Tesco Sidcup Costa x","Lovely staff, so helpful and friendly.
Make a good coffee too.
Tesco Sidcup Costa x",Lovely staff  so helpful and friendly  Make a  ood coffee too  Tesco Sidcup Costa x,Lovely staff  so helpful and friendly  Make a  ood coffee too  Tesco Sidcup Costa x,Lovely staff  so helpful and friendly  Make a  ood coffee too  Tesco Sidcup Costa x,Lovely staff helpful friendly Make ood coffee Tesco Sidcup Costa x,Lovely staff helpful friendly Make ood coffee Tesco Sidcup Costa x,0.4375,0.625,positive,0.0,0.417,0.583,0.8689
"This week beans from The Hub Coffee Roaster; Costa Rica

Bring your healing chair and sip your fav drink with us! https://t.co/KXnRB5hxX9","This week beans from The Hub Coffee Roaster; Costa Rica

Bring your healing chair and sip your fav drink with us! ",This week beans from The Hub Coffee Roaster  Costa Rica  Brin  your healin  chair and sip your fav drink with us  ,This week beans from The Hub Coffee Roaster  Costa Rica  Brin  your healin  chair and sip your fav drink with us  ,This week beans from The Hub Coffee Roaster  Costa Rica  Brin  your healin  chair and sip your fav drink with us  ,This week beans The Hub Coffee Roaster Costa Rica Brin healin chair sip fav drink us,This week beans The Hub Coffee Roaster Costa Rica Brin healin chair sip fav drink us,0.0,0.0,positive,0.0,0.833,0.167,0.4588
"Just over a week to go until we welcome digital business leaders from HSBC, The Scouts, Mastercard, Costa Coffee, Financial Ombudsman, Citi, LNER, Royal Navy &amp; more to share their enterprise digital transformation insights 🚀👇 #DigitalTransformation https://t.co/so43xq8Fwq","Just over a week to go until we welcome digital business leaders from HSBC, The Scouts, Mastercard, Costa Coffee, Financial Ombudsman, Citi, LNER, Royal Navy &amp; more to share their enterprise digital transformation insights 🚀👇  ",Just over a week to  o until we welcome di ital business leaders from HSBC  The Scouts  Mastercard  Costa Coffee  Financial Ombudsman  Citi  LNER  Royal Navy  amp  more to share their enterprise di ital transformation insi hts     ,Just over a week to  o until we welcome di ital business leaders from HSBC  The Scouts  Mastercard  Costa Coffee  Financial Ombudsman  Citi  LNER  Royal Navy  amp  more to share their enterprise di ital transformation insi hts     ,Just over a week to  o until we welcome di ital business leaders from HSBC  The Scouts  Mastercard  Costa Coffee  Financial Ombudsman  Citi  LNER  Royal Navy  amp  more to share their enterprise di ital transformation insi hts     ,Just week welcome di ital business leaders HSBC The Scouts Mastercard Costa Coffee Financial Ombudsman Citi LNER Royal Navy amp share enterprise di ital transformation insi hts,Just week welcome di ital business leaders HSBC The Scouts Mastercard Costa Coffee Financial Ombudsman Citi LNER Royal Navy amp share enterprise di ital transformation insi hts,0.4,0.45,positive,0.0,0.828,0.172,0.6369
@indebt4harry Costa is nicer 😜 so is the coffee! And it’s cheaper !, Costa is nicer 😜 so is the coffee! And it’s cheaper !, Costa is nicer   so is the coffee  And it s cheaper  , Costa is nicer   so is the coffee  And it s cheaper  , Costa is nicer   so is the coffee  And it s cheaper  ,Costa nicer coffee And cheaper,Costa nicer coffee And cheaper,0.0,0.0,positive,0.0,0.58,0.42,0.4404
"Make your mornings special with Copper's Coffee  Box 

Coffee Box 1 includes the below variants:
✔ Brazil Novo Horizonte 250 g
✔ Costa Rica 250 g
✔ Guatemala Blue Ayarza 250 g
✔ Indonesia Batak 250 g https://t.co/xOA6dbfpDf","Make your mornings special with Copper's Coffee  Box 

Coffee Box 1 includes the below variants:
✔ Brazil Novo Horizonte 250 g
✔ Costa Rica 250 g
✔ Guatemala Blue Ayarza 250 g
✔ Indonesia Batak 250 g ",Make your mornin s special with Copper s Coffee  Box   Coffee Box 1 includes the below variants    Brazil Novo Horizonte 250     Costa Rica 250     Guatemala Blue Ayarza 250     Indonesia Batak 250   ,Make your mornin s special with Copper s Coffee  Box   Coffee Box  includes the below variants    Brazil Novo Horizonte      Costa Rica      Guatemala Blue Ayarza      Indonesia Batak    ,Make your mornin s special with Copper s Coffee  Box   Coffee Box  includes the below variants    Brazil Novo Horizonte      Costa Rica      Guatemala Blue Ayarza      Indonesia Batak    ,Make mornin special Copper Coffee Box Coffee Box includes variants Brazil Novo Horizonte Costa Rica Guatemala Blue Ayarza Indonesia Batak,Make mornin special Copper Coffee Box Coffee Box includes variants Brazil Novo Horizonte Costa Rica Guatemala Blue Ayarza Indonesia Batak,0.17857142857142858,0.3357142857142857,positive,0.0,0.876,0.124,0.4019
"@BadCinder Ground coffee beans. The better stuff is online not supermarkets, but can be expensive. 

https://t.co/i4LIPsSPoq"," Ground coffee beans. The better stuff is online not supermarkets, but can be expensive. 

", Ground coffee beans  The better stuff is online not supermarkets  but can be expensive    , Ground coffee beans  The better stuff is online not supermarkets  but can be expensive    , Ground coffee beans  The better stuff is online not supermarkets  but can be expensive    ,Ground coffee beans The better stuff online supermarkets expensive,Ground coffee beans The better stuff online supermarkets expensive,0.0,0.6,positive,0.0,0.734,0.266,0.4404
Update: I got a costa coffee today but i forgot costa sucks :( https://t.co/LJLpK3iwJm,Update: I got a costa coffee today but i forgot costa sucks :( ,Update  I  ot a costa coffee today but i for ot costa sucks    ,Update  I  ot a costa coffee today but i for ot costa sucks    ,Update  I  ot a costa coffee today but i for ot costa sucks    ,Update I ot costa coffee today ot costa sucks,Update I ot costa coffee today ot costa sucks,-0.3,0.3,negative,0.263,0.737,0.0,-0.3612
@RoxanneLaWin @mojonojo3 Costa coffee tastes like faeces.,  Costa coffee tastes like faeces.,  Costa coffee tastes like faeces ,  Costa coffee tastes like faeces ,  Costa coffee tastes like faeces ,Costa coffee tastes like faeces,Costa coffee tastes like faeces,0.0,0.0,positive,0.0,0.615,0.385,0.3612
@RoxanneLaWin I always forget to say in Costa that I don’t want my coffee the size of a small bath tub! 🙈, I always forget to say in Costa that I don’t want my coffee the size of a small bath tub! 🙈, I always for et to say in Costa that I don t want my coffee the size of a small bath tub   , I always for et to say in Costa that I don t want my coffee the size of a small bath tub   , I always for et to say in Costa that I don t want my coffee the size of a small bath tub   ,I always et say Costa I want coffee size small bath tub,I always et say Costa I want coffee size small bath tub,-0.25,0.4,positive,0.0,0.874,0.126,0.0772
Costa does the worst coffee ever. I always regret it 😭,Costa does the worst coffee ever. I always regret it 😭,Costa does the worst coffee ever  I always re ret it  ,Costa does the worst coffee ever  I always re ret it  ,Costa does the worst coffee ever  I always re ret it  ,Costa worst coffee ever I always ret,Costa worst coffee ever I always ret,-1.0,1.0,negative,0.451,0.549,0.0,-0.6249
@RoxanneLaWin @prolepussycat Mmmmm smackyDs breakfast. However the coffee is mediocre at best. Better than Costa but still mediocre.,  Mmmmm smackyDs breakfast. However the coffee is mediocre at best. Better than Costa but still mediocre.,  Mmmmm smackyDs breakfast  However the coffee is mediocre at best  Better than Costa but still mediocre ,  Mmmmm smackyDs breakfast  However the coffee is mediocre at best  Better than Costa but still mediocre ,  Mmmmm smackyDs breakfast  However the coffee is mediocre at best  Better than Costa but still mediocre ,Mmmmm smackyDs breakfast However coffee mediocre best Better Costa still mediocre,Mmmmm smackyDs breakfast However coffee mediocre best Better Costa still mediocre,0.125,0.7,positive,0.0,0.559,0.441,0.7964
@coopuk In the meal deal do you include the cheapest items in the deal. For example if I was buying a Costa coffee (£2.70) and a can of Pepsi (70p) you include the can in the deal., In the meal deal do you include the cheapest items in the deal. For example if I was buying a Costa coffee (£2.70) and a can of Pepsi (70p) you include the can in the deal., In the meal deal do you include the cheapest items in the deal  For example if I was buyin  a Costa coffee   2 70  and a can of Pepsi  70p  you include the can in the deal , In the meal deal do you include the cheapest items in the deal  For example if I was buyin  a Costa coffee      and a can of Pepsi  p  you include the can in the deal , In the meal deal do you include the cheapest items in the deal  For example if I was buyin  a Costa coffee      and a can of Pepsi  p  you include the can in the deal ,In meal deal include cheapest items deal For example I buyin Costa coffee Pepsi p include deal,In meal deal include cheapest items deal For example I buyin Costa coffee Pepsi p include deal,0.0,0.0,neutral,0.0,1.0,0.0,0.0
I forgot my kitchen was out of service this morning and had to go out for coffee like an 80s business bitch with reebok classics on with her power suit.  I also forgot that Costa tastes like tepid brown watery poster paint.  Dirt. https://t.co/HSHUql6LH0,I forgot my kitchen was out of service this morning and had to go out for coffee like an 80s business bitch with reebok classics on with her power suit.  I also forgot that Costa tastes like tepid brown watery poster paint.  Dirt. ,I for ot my kitchen was out of service this mornin  and had to  o out for coffee like an 80s business bitch with reebok classics on with her power suit   I also for ot that Costa tastes like tepid brown watery poster paint   Dirt  ,I for ot my kitchen was out of service this mornin  and had to  o out for coffee like an s business bitch with reebok classics on with her power suit   I also for ot that Costa tastes like tepid brown watery poster paint   Dirt  ,I for ot my kitchen was out of service this mornin  and had to  o out for coffee like an s business bitch with reebok classics on with her power suit   I also for ot that Costa tastes like tepid brown watery poster paint   Dirt  ,I ot kitchen service mornin coffee like business bitch reebok classics power suit I also ot Costa tastes like tepid brown watery poster paint Dirt,I ot kitchen service mornin coffee like business bitch reebok classics power suit I also ot Costa tastes like tepid brown watery poster paint Dirt,0.0,0.0,negative,0.205,0.629,0.166,-0.296
Costa had ... no coffee... hate it here,Costa had ... no coffee... hate it here,Costa had     no coffee    hate it here,Costa had     no coffee    hate it here,Costa had     no coffee    hate it here,Costa coffee hate,Costa coffee hate,-0.8,0.9,negative,0.649,0.351,0.0,-0.5719
Find it an ordeal getting my two in and out of Costa Coffee so fair play https://t.co/T9drjbXfzO,Find it an ordeal getting my two in and out of Costa Coffee so fair play ,Find it an ordeal  ettin  my two in and out of Costa Coffee so fair play ,Find it an ordeal  ettin  my two in and out of Costa Coffee so fair play ,Find it an ordeal  ettin  my two in and out of Costa Coffee so fair play ,Find ordeal ettin two Costa Coffee fair play,Find ordeal ettin two Costa Coffee fair play,0.7,0.9,positive,0.0,0.561,0.439,0.5719
@AndrewWrigley01 @BeckettUnite Maybe someone bought her that Costa coffee in support? Never judge a book ….,  Maybe someone bought her that Costa coffee in support? Never judge a book ….,  Maybe someone bou ht her that Costa coffee in support  Never jud e a book   ,  Maybe someone bou ht her that Costa coffee in support  Never jud e a book   ,  Maybe someone bou ht her that Costa coffee in support  Never jud e a book   ,Maybe someone bou ht Costa coffee support Never jud e book,Maybe someone bou ht Costa coffee support Never jud e book,0.0,0.0,positive,0.0,0.769,0.231,0.4019
"PM.04：02
４時のおやつとして『Coca-Cola COSTA COFFEE プレミアムラテ280㎖PET.』を飲みながら母の誕生日ケーキの替わりとして『ミスタードーナツ ほうじ茶シュー栗あんわらびもち』を食べました😋 https://t.co/UTR8pTxCcF","PM.04：02
４時のおやつとして『Coca-Cola COSTA COFFEE プレミアムラテ280㎖PET.』を飲みながら母の誕生日ケーキの替わりとして『ミスタードーナツ ほうじ茶シュー栗あんわらびもち』を食べました😋 ",PM 04 02 ４時のおやつとして Coca Cola COSTA COFFEE プレミアムラテ280 PET  を飲みながら母の誕生日ケーキの替わりとして ミスタードーナツ ほうじ茶シュー栗あんわらびもち を食べました  ,PM    Coca Cola COSTA COFFEE  PET       ,PM    Coca Cola COSTA COFFEE  PET       ,PM Coca Cola COSTA COFFEE PET,PM Coca Cola COSTA COFFEE PET,0.0,0.0,neutral,0.0,1.0,0.0,0.0
